Freq.	V(out)
1.24738351424294e+000	(-2.76384589313790e+001dB,8.76075902295026e+001°)
1.25025903021771e+000	(-2.76184934614348e+001dB,8.76021449955280e+001°)
1.25314117494141e+000	(-2.75985281505869e+001dB,8.75966871066455e+001°)
1.25602996369487e+000	(-2.75785629995674e+001dB,8.75912165343213e+001°)
1.25892541179416e+000	(-2.75585980091113e+001dB,8.75857332499567e+001°)
1.26182753459066e+000	(-2.75386331799573e+001dB,8.75802372248886e+001°)
1.26473634747115e+000	(-2.75186685128473e+001dB,8.75747284303893e+001°)
1.26765186585784e+000	(-2.74987040085266e+001dB,8.75692068376660e+001°)
1.27057410520854e+000	(-2.74787396677441e+001dB,8.75636724178611e+001°)
1.27350308101666e+000	(-2.74587754912520e+001dB,8.75581251420518e+001°)
1.27643880881134e+000	(-2.74388114798059e+001dB,8.75525649812500e+001°)
1.27938130415752e+000	(-2.74188476341649e+001dB,8.75469919064022e+001°)
1.28233058265602e+000	(-2.73988839550916e+001dB,8.75414058883894e+001°)
1.28528665994361e+000	(-2.73789204433521e+001dB,8.75358068980271e+001°)
1.28824955169313e+000	(-2.73589570997160e+001dB,8.75301949060647e+001°)
1.29121927361353e+000	(-2.73389939249565e+001dB,8.75245698831859e+001°)
1.29419584144998e+000	(-2.73190309198502e+001dB,8.75189318000083e+001°)
1.29717927098395e+000	(-2.72990680851773e+001dB,8.75132806270832e+001°)
1.30016957803328e+000	(-2.72791054217216e+001dB,8.75076163348957e+001°)
1.30316677845229e+000	(-2.72591429302706e+001dB,8.75019388938642e+001°)
1.30617088813183e+000	(-2.72391806116152e+001dB,8.74962482743409e+001°)
1.30918192299940e+000	(-2.72192184665500e+001dB,8.74905444466108e+001°)
1.31219989901920e+000	(-2.71992564958733e+001dB,8.74848273808923e+001°)
1.31522483219223e+000	(-2.71792947003870e+001dB,8.74790970473367e+001°)
1.31825673855640e+000	(-2.71593330808968e+001dB,8.74733534160283e+001°)
1.32129563418657e+000	(-2.71393716382118e+001dB,8.74675964569838e+001°)
1.32434153519466e+000	(-2.71194103731451e+001dB,8.74618261401527e+001°)
1.32739445772973e+000	(-2.70994492865134e+001dB,8.74560424354170e+001°)
1.33045441797808e+000	(-2.70794883791371e+001dB,8.74502453125909e+001°)
1.33352143216332e+000	(-2.70595276518404e+001dB,8.74444347414206e+001°)
1.33659551654643e+000	(-2.70395671054514e+001dB,8.74386106915847e+001°)
1.33967668742593e+000	(-2.70196067408018e+001dB,8.74327731326933e+001°)
1.34276496113786e+000	(-2.69996465587271e+001dB,8.74269220342886e+001°)
1.34586035405594e+000	(-2.69796865600668e+001dB,8.74210573658441e+001°)
1.34896288259164e+000	(-2.69597267456642e+001dB,8.74151790967649e+001°)
1.35207256319427e+000	(-2.69397671163663e+001dB,8.74092871963877e+001°)
1.35518941235103e+000	(-2.69198076730241e+001dB,8.74033816339799e+001°)
1.35831344658715e+000	(-2.68998484164926e+001dB,8.73974623787403e+001°)
1.36144468246594e+000	(-2.68798893476304e+001dB,8.73915293997985e+001°)
1.36458313658892e+000	(-2.68599304673005e+001dB,8.73855826662150e+001°)
1.36772882559584e+000	(-2.68399717763693e+001dB,8.73796221469807e+001°)
1.37088176616484e+000	(-2.68200132757076e+001dB,8.73736478110173e+001°)
1.37404197501251e+000	(-2.68000549661900e+001dB,8.73676596271767e+001°)
1.37720946889394e+000	(-2.67800968486952e+001dB,8.73616575642409e+001°)
1.38038426460288e+000	(-2.67601389241058e+001dB,8.73556415909222e+001°)
1.38356637897177e+000	(-2.67401811933084e+001dB,8.73496116758627e+001°)
