Freq.	V(rl_out)	V(rlc_out)
1.52756605823798e+001	(-8.95677300266723e+000dB,4.45056805237066e+001°)	(-9.56594177186632e+000dB,9.09166504753673e+001°)
1.53108746168193e+001	(-8.94695666025428e+000dB,4.44397300507082e+001°)	(-9.54555234861567e+000dB,9.07391277726700e+001°)
1.53461698279920e+001	(-8.93716333490138e+000dB,4.43737825355286e+001°)	(-9.52524630940187e+000dB,9.05615947737517e+001°)
1.53815464030294e+001	(-8.92739302441794e+000dB,4.43078383275426e+001°)	(-9.50502366536498e+000dB,9.03840539458459e+001°)
1.54170045294946e+001	(-8.91764572636966e+000dB,4.42418977760368e+001°)	(-9.48488442461034e+000dB,9.02065077568745e+001°)
1.54525443953832e+001	(-8.90792143807869e+000dB,4.41759612302011e+001°)	(-9.46482859220743e+000dB,9.00289586752301e+001°)
1.54881661891238e+001	(-8.89822015662365e+000dB,4.41100290391190e+001°)	(-9.44485617018908e+000dB,8.98514091695591e+001°)
1.55238700995798e+001	(-8.88854187883986e+000dB,4.40441015517583e+001°)	(-9.42496715755117e+000dB,8.96738617085451e+001°)
1.55596563160498e+001	(-8.87888660131936e+000dB,4.39781791169624e+001°)	(-9.40516155025282e+000dB,8.94963187606907e+001°)
1.55955250282686e+001	(-8.86925432041116e+000dB,4.39122620834405e+001°)	(-9.38543934121694e+000dB,8.93187827941015e+001°)
1.56314764264086e+001	(-8.85964503222134e+000dB,4.38463507997586e+001°)	(-9.36580052033129e+000dB,8.91412562762682e+001°)
1.56675107010805e+001	(-8.85005873261321e+000dB,4.37804456143307e+001°)	(-9.34624507445001e+000dB,8.89637416738504e+001°)
1.57036280433345e+001	(-8.84049541720750e+000dB,4.37145468754089e+001°)	(-9.32677298739553e+000dB,8.87862414524596e+001°)
1.57398286446612e+001	(-8.83095508138256e+000dB,4.36486549310748e+001°)	(-9.30738423996102e+000dB,8.86087580764425e+001°)
1.57761126969925e+001	(-8.82143772027452e+000dB,4.35827701292300e+001°)	(-9.28807880991317e+000dB,8.84312940086656e+001°)
1.58124803927028e+001	(-8.81194332877751e+000dB,4.35168928175873e+001°)	(-9.26885667199556e+000dB,8.82538517102983e+001°)
1.58489319246101e+001	(-8.80247190154391e+000dB,4.34510233436610e+001°)	(-9.24971779793236e+000dB,8.80764336405985e+001°)
1.58854674859768e+001	(-8.79302343298453e+000dB,4.33851620547584e+001°)	(-9.23066215643252e+000dB,8.78990422566970e+001°)
1.59220872705107e+001	(-8.78359791726885e+000dB,4.33193092979703e+001°)	(-9.21168971319441e+000dB,8.77216800133828e+001°)
1.59587914723663e+001	(-8.77419534832529e+000dB,4.32534654201619e+001°)	(-9.19280043091090e+000dB,8.75443493628896e+001°)
1.59955802861457e+001	(-8.76481571984146e+000dB,4.31876307679640e+001°)	(-9.17399426927485e+000dB,8.73670527546822e+001°)
1.60324539068994e+001	(-8.75545902526442e+000dB,4.31218056877636e+001°)	(-9.15527118498511e+000dB,8.71897926352434e+001°)
1.60694125301277e+001	(-8.74612525780095e+000dB,4.30559905256951e+001°)	(-9.13663113175286e+000dB,8.70125714478621e+001°)
1.61064563517817e+001	(-8.73681441041784e+000dB,4.29901856276311e+001°)	(-9.11807406030847e+000dB,8.68353916324217e+001°)
1.61435855682638e+001	(-8.72752647584220e+000dB,4.29243913391733e+001°)	(-9.09959991840877e+000dB,8.66582556251897e+001°)
1.61808003764296e+001	(-8.71826144656177e+000dB,4.28586080056438e+001°)	(-9.08120865084470e+000dB,8.64811658586075e+001°)
1.62181009735883e+001	(-8.70901931482519e+000dB,4.27928359720759e+001°)	(-9.06290019944947e+000dB,8.63041247610817e+001°)
1.62554875575038e+001	(-8.69980007264238e+000dB,4.27270755832052e+001°)	(-9.04467450310708e+000dB,8.61271347567756e+001°)
1.62929603263962e+001	(-8.69060371178485e+000dB,4.26613271834604e+001°)	(-9.02653149776132e+000dB,8.59501982654026e+001°)
1.63305194789423e+001	(-8.68143022378605e+000dB,4.25955911169549e+001°)	(-9.00847111642511e+000dB,8.57733177020194e+001°)
1.63681652142770e+001	(-8.67227959994173e+000dB,4.25298677274774e+001°)	(-8.99049328919037e+000dB,8.55964954768212e+001°)
1.64058977319943e+001	(-8.66315183131030e+000dB,4.24641573584833e+001°)	(-8.97259794323819e+000dB,8.54197339949377e+001°)
1.64437172321483e+001	(-8.65404690871321e+000dB,4.23984603530857e+001°)	(-8.95478500284949e+000dB,8.52430356562297e+001°)
1.64816239152540e+001	(-8.64496482273531e+000dB,4.23327770540464e+001°)	(-8.93705438941604e+000dB,8.50664028550879e+001°)
1.65196179822891e+001	(-8.63590556372530e+000dB,4.22671078037676e+001°)	(-8.91940602145195e+000dB,8.48898379802322e+001°)
1.65576996346942e+001	(-8.62686912179607e+000dB,4.22014529442825e+001°)	(-8.90183981460546e+000dB,8.47133434145118e+001°)
1.65958690743745e+001	(-8.61785548682518e+000dB,4.21358128172468e+001°)	(-8.88435568167124e+000dB,8.45369215347080e+001°)
1.66341265037006e+001	(-8.60886464845520e+000dB,4.20701877639302e+001°)	(-8.86695353260297e+000dB,8.43605747113369e+001°)
1.66724721255095e+001	(-8.59989659609424e+000dB,4.20045781252070e+001°)	(-8.84963327452643e+000dB,8.41843053084543e+001°)
1.67109061431060e+001	(-8.59095131891629e+000dB,4.19389842415482e+001°)	(-8.83239481175286e+000dB,8.40081156834619e+001°)
1.67494287602633e+001	(-8.58202880586178e+000dB,4.18734064530122e+001°)	(-8.81523804579279e+000dB,8.38320081869143e+001°)
1.67880401812245e+001	(-8.57312904563795e+000dB,4.18078450992363e+001°)	(-8.79816287537022e+000dB,8.36559851623289e+001°)
1.68267406107036e+001	(-8.56425202671936e+000dB,4.17423005194284e+001°)	(-8.78116919643713e+000dB,8.34800489459955e+001°)
1.68655302538863e+001	(-8.55539773734838e+000dB,4.16767730523581e+001°)	(-8.76425690218841e+000dB,8.33042018667891e+001°)
1.69044093164315e+001	(-8.54656616553565e+000dB,4.16112630363479e+001°)	(-8.74742588307718e+000dB,8.31284462459835e+001°)
1.69433780044722e+001	(-8.53775729906061e+000dB,4.15457708092654e+001°)	(-8.73067602683036e+000dB,8.29527843970663e+001°)
1.69824365246163e+001	(-8.52897112547199e+000dB,4.14802967085140e+001°)	(-8.71400721846474e+000dB,8.27772186255563e+001°)
1.70215850839484e+001	(-8.52020763208830e+000dB,4.14148410710249e+001°)	(-8.69741934030325e+000dB,8.26017512288222e+001°)
1.70608238900301e+001	(-8.51146680599843e+000dB,4.13494042332484e+001°)	(-8.68091227199171e+000dB,8.24263844959028e+001°)
1.71001531509018e+001	(-8.50274863406211e+000dB,4.12839865311457e+001°)	(-8.66448589051583e+000dB,8.22511207073296e+001°)
1.71395730750831e+001	(-8.49405310291049e+000dB,4.12185883001804e+001°)	(-8.64814007021861e+000dB,8.20759621349510e+001°)
1.71790838715748e+001	(-8.48538019894669e+000dB,4.11532098753098e+001°)	(-8.63187468281797e+000dB,8.19009110417575e+001°)
1.72186857498589e+001	(-8.47672990834637e+000dB,4.10878515909774e+001°)	(-8.61568959742485e+000dB,8.17259696817102e+001°)
1.72583789199009e+001	(-8.46810221705826e+000dB,4.10225137811038e+001°)	(-8.59958468056151e+000dB,8.15511402995705e+001°)
1.72981635921499e+001	(-8.45949711080479e+000dB,4.09571967790786e+001°)	(-8.58355979618019e+000dB,8.13764251307310e+001°)
1.73380399775402e+001	(-8.45091457508267e+000dB,4.08919009177527e+001°)	(-8.56761480568206e+000dB,8.12018264010501e+001°)
1.73780082874926e+001	(-8.44235459516345e+000dB,4.08266265294294e+001°)	(-8.55174956793653e+000dB,8.10273463266866e+001°)
1.74180687339150e+001	(-8.43381715609417e+000dB,4.07613739458567e+001°)	(-8.53596393930080e+000dB,8.08529871139382e+001°)
1.74582215292039e+001	(-8.42530224269793e+000dB,4.06961434982189e+001°)	(-8.52025777363968e+000dB,8.06787509590805e+001°)
1.74984668862454e+001	(-8.41680983957458e+000dB,4.06309355171287e+001°)	(-8.50463092234580e+000dB,8.05046400482092e+001°)
1.75388050184165e+001	(-8.40833993110127e+000dB,4.05657503326192e+001°)	(-8.48908323435998e+000dB,8.03306565570835e+001°)
1.75792361395858e+001	(-8.39989250143316e+000dB,4.05005882741353e+001°)	(-8.47361455619196e+000dB,8.01568026509725e+001°)
1.76197604641151e+001	(-8.39146753450402e+000dB,4.04354496705268e+001°)	(-8.45822473194138e+000dB,7.99830804845027e+001°)
1.76603782068605e+001	(-8.38306501402691e+000dB,4.03703348500392e+001°)	(-8.44291360331897e+000dB,7.98094922015091e+001°)
1.77010895831730e+001	(-8.37468492349483e+000dB,4.03052441403068e+001°)	(-8.42768100966808e+000dB,7.96360399348869e+001°)
1.77418948089005e+001	(-8.36632724618145e+000dB,4.02401778683443e+001°)	(-8.41252678798642e+000dB,7.94627258064467e+001°)
1.77827941003880e+001	(-8.35799196514168e+000dB,4.01751363605392e+001°)	(-8.39745077294804e+000dB,7.92895519267711e+001°)
1.78237876744797e+001	(-8.34967906321247e+000dB,4.01101199426436e+001°)	(-8.38245279692551e+000dB,7.91165203950740e+001°)
1.78648757485193e+001	(-8.34138852301345e+000dB,4.00451289397672e+001°)	(-8.36753269001248e+000dB,7.89436332990619e+001°)
1.79060585403518e+001	(-8.33312032694765e+000dB,3.99801636763686e+001°)	(-8.35269028004628e+000dB,7.87708927147981e+001°)
1.79473362683241e+001	(-8.32487445720221e+000dB,3.99152244762487e+001°)	(-8.33792539263084e+000dB,7.85983007065682e+001°)
1.79887091512867e+001	(-8.31665089574910e+000dB,3.98503116625420e+001°)	(-8.32323785115985e+000dB,7.84258593267486e+001°)
1.80301774085945e+001	(-8.30844962434586e+000dB,3.97854255577099e+001°)	(-8.30862747684005e+000dB,7.82535706156774e+001°)
1.80717412601081e+001	(-8.30027062453633e+000dB,3.97205664835325e+001°)	(-8.29409408871479e+000dB,7.80814366015275e+001°)
1.81134009261948e+001	(-8.29211387765140e+000dB,3.96557347611016e+001°)	(-8.27963750368771e+000dB,7.79094593001817e+001°)
1.81551566277301e+001	(-8.28397936480974e+000dB,3.95909307108127e+001°)	(-8.26525753654671e+000dB,7.77376407151110e+001°)
1.81970085860986e+001	(-8.27586706691860e+000dB,3.95261546523581e+001°)	(-8.25095399998802e+000dB,7.75659828372543e+001°)
1.82389570231952e+001	(-8.26777696467453e+000dB,3.94614069047191e+001°)	(-8.23672670464049e+000dB,7.73944876449013e+001°)
1.82810021614262e+001	(-8.25970903856421e+000dB,3.93966877861589e+001°)	(-8.22257545908999e+000dB,7.72231571035779e+001°)
1.83231442237109e+001	(-8.25166326886517e+000dB,3.93319976142150e+001°)	(-8.20850006990409e+000dB,7.70519931659330e+001°)
1.83653834334822e+001	(-8.24363963564664e+000dB,3.92673367056926e+001°)	(-8.19450034165678e+000dB,7.68809977716287e+001°)
1.84077200146883e+001	(-8.23563811877029e+000dB,3.92027053766565e+001°)	(-8.18057607695338e+000dB,7.67101728472331e+001°)
1.84501541917935e+001	(-8.22765869789111e+000dB,3.91381039424246e+001°)	(-8.16672707645567e+000dB,7.65395203061143e+001°)
1.84926861897795e+001	(-8.21970135245812e+000dB,3.90735327175606e+001°)	(-8.15295313890698e+000dB,7.63690420483383e+001°)
1.85353162341469e+001	(-8.21176606171529e+000dB,3.90089920158669e+001°)	(-8.13925406115764e+000dB,7.61987399605687e+001°)
1.85780445509157e+001	(-8.20385280470227e+000dB,3.89444821503773e+001°)	(-8.12562963819035e+000dB,7.60286159159685e+001°)
1.86208713666274e+001	(-8.19596156025532e+000dB,3.88800034333505e+001°)	(-8.11207966314580e+000dB,7.58586717741053e+001°)
1.86637969083454e+001	(-8.18809230700806e+000dB,3.88155561762630e+001°)	(-8.09860392734839e+000dB,7.56889093808581e+001°)
1.87068214036567e+001	(-8.18024502339238e+000dB,3.87511406898019e+001°)	(-8.08520222033196e+000dB,7.55193305683271e+001°)
1.87499450806729e+001	(-8.17241968763925e+000dB,3.86867572838584e+001°)	(-8.07187432986573e+000dB,7.53499371547461e+001°)
1.87931681680314e+001	(-8.16461627777961e+000dB,3.86224062675210e+001°)	(-8.05862004198028e+000dB,7.51807309443965e+001°)
1.88364908948967e+001	(-8.15683477164521e+000dB,3.85580879490685e+001°)	(-8.04543914099368e+000dB,7.50117137275252e+001°)
1.88799134909617e+001	(-8.14907514686951e+000dB,3.84938026359636e+001°)	(-8.03233140953757e+000dB,7.48428872802634e+001°)
1.89234361864485e+001	(-8.14133738088854e+000dB,3.84295506348458e+001°)	(-8.01929662858347e+000dB,7.46742533645496e+001°)
1.89670592121102e+001	(-8.13362145094176e+000dB,3.83653322515254e+001°)	(-8.00633457746904e+000dB,7.45058137280531e+001°)
1.90107827992317e+001	(-8.12592733407302e+000dB,3.83011477909765e+001°)	(-7.99344503392450e+000dB,7.43375701041022e+001°)
1.90546071796312e+001	(-8.11825500713140e+000dB,3.82369975573307e+001°)	(-7.98062777409904e+000dB,7.41695242116127e+001°)
1.90985325856611e+001	(-8.11060444677212e+000dB,3.81728818538703e+001°)	(-7.96788257258725e+000dB,7.40016777550206e+001°)
1.91425592502096e+001	(-8.10297562945748e+000dB,3.81088009830226e+001°)	(-7.95520920245575e+000dB,7.38340324242164e+001°)
1.91866874067016e+001	(-8.09536853145774e+000dB,3.80447552463527e+001°)	(-7.94260743526968e+000dB,7.36665898944819e+001°)
1.92309172891003e+001	(-8.08778312885206e+000dB,3.79807449445578e+001°)	(-7.93007704111930e+000dB,7.34993518264298e+001°)
1.92752491319080e+001	(-8.08021939752943e+000dB,3.79167703774607e+001°)	(-7.91761778864665e+000dB,7.33323198659454e+001°)
1.93196831701679e+001	(-8.07267731318961e+000dB,3.78528318440035e+001°)	(-7.90522944507219e+000dB,7.31654956441309e+001°)
1.93642196394647e+001	(-8.06515685134402e+000dB,3.77889296422419e+001°)	(-7.89291177622147e+000dB,7.29988807772525e+001°)
1.94088587759265e+001	(-8.05765798731677e+000dB,3.77250640693384e+001°)	(-7.88066454655177e+000dB,7.28324768666890e+001°)
1.94536008162253e+001	(-8.05018069624552e+000dB,3.76612354215568e+001°)	(-7.86848751917881e+000dB,7.26662854988839e+001°)
1.94984459975791e+001	(-8.04272495308251e+000dB,3.75974439942560e+001°)	(-7.85638045590344e+000dB,7.25003082452988e+001°)
1.95433945577526e+001	(-8.03529073259545e+000dB,3.75336900818842e+001°)	(-7.84434311723828e+000dB,7.23345466623707e+001°)
1.95884467350586e+001	(-8.02787800936857e+000dB,3.74699739779725e+001°)	(-7.83237526243438e+000dB,7.21690022914699e+001°)
1.96336027683591e+001	(-8.02048675780351e+000dB,3.74062959751298e+001°)	(-7.82047664950792e+000dB,7.20036766588617e+001°)
1.96788628970671e+001	(-8.01311695212035e+000dB,3.73426563650365e+001°)	(-7.80864703526672e+000dB,7.18385712756695e+001°)
1.97242273611472e+001	(-8.00576856635858e+000dB,3.72790554384389e+001°)	(-7.79688617533696e+000dB,7.16736876378413e+001°)
1.97696964011172e+001	(-7.99844157437806e+000dB,3.72154934851435e+001°)	(-7.78519382418962e+000dB,7.15090272261174e+001°)
1.98152702580496e+001	(-7.99113594986005e+000dB,3.71519707940114e+001°)	(-7.77356973516707e+000dB,7.13445915060010e+001°)
1.98609491735723e+001	(-7.98385166630819e+000dB,3.70884876529528e+001°)	(-7.76201366050953e+000dB,7.11803819277313e+001°)
1.99067333898705e+001	(-7.97658869704950e+000dB,3.70250443489212e+001°)	(-7.75052535138146e+000dB,7.10163999262584e+001°)
1.99526231496874e+001	(-7.96934701523538e+000dB,3.69616411679082e+001°)	(-7.73910455789798e+000dB,7.08526469212210e+001°)
1.99986186963261e+001	(-7.96212659384264e+000dB,3.68982783949380e+001°)	(-7.72775102915114e+000dB,7.06891243169257e+001°)
2.00447202736502e+001	(-7.95492740567449e+000dB,3.68349563140621e+001°)	(-7.71646451323620e+000dB,7.05258335023294e+001°)
2.00909281260859e+001	(-7.94774942336158e+000dB,3.67716752083537e+001°)	(-7.70524475727777e+000dB,7.03627758510232e+001°)
2.01372424986225e+001	(-7.94059261936304e+000dB,3.67084353599030e+001°)	(-7.69409150745596e+000dB,7.01999527212186e+001°)
2.01836636368142e+001	(-7.93345696596744e+000dB,3.66452370498114e+001°)	(-7.68300450903235e+000dB,7.00373654557365e+001°)
2.02301917867813e+001	(-7.92634243529391e+000dB,3.65820805581867e+001°)	(-7.67198350637600e+000dB,6.98750153819979e+001°)
2.02768271952114e+001	(-7.91924899929312e+000dB,3.65189661641381e+001°)	(-7.66102824298924e+000dB,6.97129038120164e+001°)
2.03235701093608e+001	(-7.91217662974834e+000dB,3.64558941457707e+001°)	(-7.65013846153349e+000dB,6.95510320423937e+001°)
2.03704207770558e+001	(-7.90512529827648e+000dB,3.63928647801810e+001°)	(-7.63931390385490e+000dB,6.93894013543164e+001°)
2.04173794466939e+001	(-7.89809497632915e+000dB,3.63298783434520e+001°)	(-7.62855431100989e+000dB,6.92280130135559e+001°)
2.04644463672453e+001	(-7.89108563519369e+000dB,3.62669351106478e+001°)	(-7.61785942329068e+000dB,6.90668682704689e+001°)
2.05116217882542e+001	(-7.88409724599425e+000dB,3.62040353558092e+001°)	(-7.60722898025058e+000dB,6.89059683600014e+001°)
2.05589059598400e+001	(-7.87712977969286e+000dB,3.61411793519491e+001°)	(-7.59666272072928e+000dB,6.87453145016942e+001°)
2.06062991326986e+001	(-7.87018320709044e+000dB,3.60783673710474e+001°)	(-7.58616038287793e+000dB,6.85849078996897e+001°)
2.06538015581038e+001	(-7.86325749882792e+000dB,3.60155996840465e+001°)	(-7.57572170418417e+000dB,6.84247497427424e+001°)
2.07014134879090e+001	(-7.85635262538732e+000dB,3.59528765608468e+001°)	(-7.56534642149701e+000dB,6.82648412042293e+001°)
2.07491351745476e+001	(-7.84946855709275e+000dB,3.58901982703021e+001°)	(-7.55503427105155e+000dB,6.81051834421639e+001°)
2.07969668710355e+001	(-7.84260526411157e+000dB,3.58275650802151e+001°)	(-7.54478498849366e+000dB,6.79457775992114e+001°)
2.08449088309714e+001	(-7.83576271645544e+000dB,3.57649772573331e+001°)	(-7.53459830890438e+000dB,6.77866248027058e+001°)
2.08929613085389e+001	(-7.82894088398140e+000dB,3.57024350673436e+001°)	(-7.52447396682433e+000dB,6.76277261646693e+001°)
2.09411245585075e+001	(-7.82213973639293e+000dB,3.56399387748697e+001°)	(-7.51441169627788e+000dB,6.74690827818327e+001°)
2.09893988362338e+001	(-7.81535924324110e+000dB,3.55774886434663e+001°)	(-7.50441123079722e+000dB,6.73106957356587e+001°)
2.10377843976633e+001	(-7.80859937392564e+000dB,3.55150849356158e+001°)	(-7.49447230344623e+000dB,6.71525660923664e+001°)
2.10862814993314e+001	(-7.80186009769601e+000dB,3.54527279127237e+001°)	(-7.48459464684429e+000dB,6.69946949029576e+001°)
2.11348903983650e+001	(-7.79514138365253e+000dB,3.53904178351146e+001°)	(-7.47477799318984e+000dB,6.68370832032449e+001°)
2.11836113524835e+001	(-7.78844320074744e+000dB,3.53281549620286e+001°)	(-7.46502207428381e+000dB,6.66797320138818e+001°)
2.12324446200007e+001	(-7.78176551778608e+000dB,3.52659395516168e+001°)	(-7.45532662155294e+000dB,6.65226423403943e+001°)
2.12813904598256e+001	(-7.77510830342793e+000dB,3.52037718609376e+001°)	(-7.44569136607285e+000dB,6.63658151732138e+001°)
2.13304491314643e+001	(-7.76847152618773e+000dB,3.51416521459528e+001°)	(-7.43611603859100e+000dB,6.62092514877127e+001°)
2.13796208950208e+001	(-7.76185515443661e+000dB,3.50795806615241e+001°)	(-7.42660036954951e+000dB,6.60529522442405e+001°)
2.14289060111991e+001	(-7.75525915640320e+000dB,3.50175576614089e+001°)	(-7.41714408910768e+000dB,6.58969183881622e+001°)
2.14783047413038e+001	(-7.74868350017474e+000dB,3.49555833982569e+001°)	(-7.40774692716450e+000dB,6.57411508498981e+001°)
2.15278173472422e+001	(-7.74212815369819e+000dB,3.48936581236065e+001°)	(-7.39840861338085e+000dB,6.55856505449653e+001°)
2.15774440915251e+001	(-7.73559308478138e+000dB,3.48317820878809e+001°)	(-7.38912887720162e+000dB,6.54304183740204e+001°)
2.16271852372687e+001	(-7.72907826109408e+000dB,3.47699555403852e+001°)	(-7.37990744787754e+000dB,6.52754552229041e+001°)
2.16770410481954e+001	(-7.72258365016921e+000dB,3.47081787293023e+001°)	(-7.37074405448694e+000dB,6.51207619626868e+001°)
2.17270117886359e+001	(-7.71610921940385e+000dB,3.46464519016899e+001°)	(-7.36163842595724e+000dB,6.49663394497164e+001°)
2.17770977235300e+001	(-7.70965493606048e+000dB,3.45847753034773e+001°)	(-7.35259029108632e+000dB,6.48121885256670e+001°)
2.18272991184285e+001	(-7.70322076726804e+000dB,3.45231491794614e+001°)	(-7.34359937856361e+000dB,6.46583100175887e+001°)
2.18776162394940e+001	(-7.69680668002308e+000dB,3.44615737733043e+001°)	(-7.33466541699109e+000dB,6.45047047379598e+001°)
2.19280493535029e+001	(-7.69041264119090e+000dB,3.44000493275297e+001°)	(-7.32578813490398e+000dB,6.43513734847393e+001°)
2.19785987278467e+001	(-7.68403861750670e+000dB,3.43385760835200e+001°)	(-7.31696726079139e+000dB,6.41983170414216e+001°)
2.20292646305330e+001	(-7.67768457557665e+000dB,3.42771542815128e+001°)	(-7.30820252311660e+000dB,6.40455361770916e+001°)
2.20800473301874e+001	(-7.67135048187910e+000dB,3.42157841605987e+001°)	(-7.29949365033729e+000dB,6.38930316464819e+001°)
2.21309470960548e+001	(-7.66503630276571e+000dB,3.41544659587174e+001°)	(-7.29084037092544e+000dB,6.37408041900310e+001°)
2.21819641980006e+001	(-7.65874200446253e+000dB,3.40931999126557e+001°)	(-7.28224241338715e+000dB,6.35888545339423e+001°)
2.22330989065124e+001	(-7.65246755307119e+000dB,3.40319862580442e+001°)	(-7.27369950628216e+000dB,6.34371833902452e+001°)
2.22843514927014e+001	(-7.64621291457006e+000dB,3.39708252293544e+001°)	(-7.26521137824320e+000dB,6.32857914568563e+001°)
2.23357222283037e+001	(-7.63997805481534e+000dB,3.39097170598966e+001°)	(-7.25677775799520e+000dB,6.31346794176424e+001°)
2.23872113856818e+001	(-7.63376293954222e+000dB,3.38486619818164e+001°)	(-7.24839837437413e+000dB,6.29838479424848e+001°)
2.24388192378261e+001	(-7.62756753436607e+000dB,3.37876602260929e+001°)	(-7.24007295634582e+000dB,6.28332976873442e+001°)
2.24905460583562e+001	(-7.62139180478350e+000dB,3.37267120225356e+001°)	(-7.23180123302443e+000dB,6.26830292943268e+001°)
2.25423921215227e+001	(-7.61523571617359e+000dB,3.36658175997824e+001°)	(-7.22358293369080e+000dB,6.25330433917516e+001°)
2.25943577022082e+001	(-7.60909923379898e+000dB,3.36049771852965e+001°)	(-7.21541778781054e+000dB,6.23833405942190e+001°)
2.26464430759290e+001	(-7.60298232280705e+000dB,3.35441910053647e+001°)	(-7.20730552505189e+000dB,6.22339215026792e+001°)
2.26986485188366e+001	(-7.59688494823105e+000dB,3.34834592850948e+001°)	(-7.19924587530346e+000dB,6.20847867045033e+001°)
2.27509743077191e+001	(-7.59080707499123e+000dB,3.34227822484132e+001°)	(-7.19123856869165e+000dB,6.19359367735542e+001°)
2.28034207200025e+001	(-7.58474866789605e+000dB,3.33621601180630e+001°)	(-7.18328333559790e+000dB,6.17873722702582e+001°)
2.28559880337527e+001	(-7.57870969164325e+000dB,3.33015931156014e+001°)	(-7.17537990667577e+000dB,6.16390937416788e+001°)
2.29086765276761e+001	(-7.57269011082105e+000dB,3.32410814613983e+001°)	(-7.16752801286773e+000dB,6.14911017215899e+001°)
2.29614864811220e+001	(-7.56668988990930e+000dB,3.31806253746335e+001°)	(-7.15972738542175e+000dB,6.13433967305507e+001°)
2.30144181740834e+001	(-7.56070899328058e+000dB,3.31202250732953e+001°)	(-7.15197775590775e+000dB,6.11959792759814e+001°)
2.30674718871990e+001	(-7.55474738520141e+000dB,3.30598807741781e+001°)	(-7.14427885623374e+000dB,6.10488498522393e+001°)
2.31206479017543e+001	(-7.54880502983335e+000dB,3.29995926928810e+001°)	(-7.13663041866176e+000dB,6.09020089406961e+001°)
2.31739464996831e+001	(-7.54288189123420e+000dB,3.29393610438056e+001°)	(-7.12903217582368e+000dB,6.07554570098156e+001°)
2.32273679635694e+001	(-7.53697793335907e+000dB,3.28791860401545e+001°)	(-7.12148386073670e+000dB,6.06091945152320e+001°)
2.32809125766484e+001	(-7.53109312006161e+000dB,3.28190678939294e+001°)	(-7.11398520681864e+000dB,6.04632218998300e+001°)
2.33345806228083e+001	(-7.52522741509511e+000dB,3.27590068159294e+001°)	(-7.10653594790310e+000dB,6.03175395938238e+001°)
2.33883723865918e+001	(-7.51938078211364e+000dB,3.26990030157498e+001°)	(-7.09913581825426e+000dB,6.01721480148383e+001°)
2.34422881531975e+001	(-7.51355318467326e+000dB,3.26390567017801e+001°)	(-7.09178455258160e+000dB,6.00270475679903e+001°)
2.34963282084814e+001	(-7.50774458623306e+000dB,3.25791680812027e+001°)	(-7.08448188605435e+000dB,5.98822386459699e+001°)
2.35504928389584e+001	(-7.50195495015642e+000dB,3.25193373599914e+001°)	(-7.07722755431569e+000dB,5.97377216291236e+001°)
2.36047823318040e+001	(-7.49618423971206e+000dB,3.24595647429101e+001°)	(-7.07002129349678e+000dB,5.95934968855368e+001°)
2.36591969748558e+001	(-7.49043241807526e+000dB,3.23998504335116e+001°)	(-7.06286284023057e+000dB,5.94495647711175e+001°)
2.37137370566148e+001	(-7.48469944832892e+000dB,3.23401946341359e+001°)	(-7.05575193166540e+000dB,5.93059256296804e+001°)
2.37684028662470e+001	(-7.47898529346479e+000dB,3.22805975459093e+001°)	(-7.04868830547833e+000dB,5.91625797930314e+001°)
2.38231946935852e+001	(-7.47328991638455e+000dB,3.22210593687434e+001°)	(-7.04167169988834e+000dB,5.90195275810528e+001°)
2.38781128291300e+001	(-7.46761327990097e+000dB,3.21615803013334e+001°)	(-7.03470185366926e+000dB,5.88767693017883e+001°)
2.39331575640521e+001	(-7.46195534673904e+000dB,3.21021605411576e+001°)	(-7.02777850616250e+000dB,5.87343052515296e+001°)
2.39883291901931e+001	(-7.45631607953715e+000dB,3.20428002844762e+001°)	(-7.02090139728958e+000dB,5.85921357149023e+001°)
2.40436280000676e+001	(-7.45069544084815e+000dB,3.19834997263300e+001°)	(-7.01407026756444e+000dB,5.84502609649525e+001°)
2.40990542868642e+001	(-7.44509339314056e+000dB,3.19242590605403e+001°)	(-7.00728485810553e+000dB,5.83086812632345e+001°)
2.41546083444476e+001	(-7.43950989879964e+000dB,3.18650784797072e+001°)	(-7.00054491064768e+000dB,5.81673968598975e+001°)
2.42102904673600e+001	(-7.43394492012858e+000dB,3.18059581752092e+001°)	(-6.99385016755385e+000dB,5.80264079937739e+001°)
2.42661009508224e+001	(-7.42839841934959e+000dB,3.17468983372025e+001°)	(-6.98720037182650e+000dB,5.78857148924670e+001°)
2.43220400907364e+001	(-7.42287035860507e+000dB,3.16878991546202e+001°)	(-6.98059526711894e+000dB,5.77453177724399e+001°)
2.43781081836857e+001	(-7.41736069995867e+000dB,3.16289608151715e+001°)	(-6.97403459774633e+000dB,5.76052168391034e+001°)
2.44343055269379e+001	(-7.41186940539649e+000dB,3.15700835053413e+001°)	(-6.96751810869657e+000dB,5.74654122869055e+001°)
2.44906324184457e+001	(-7.40639643682818e+000dB,3.15112674103898e+001°)	(-6.96104554564090e+000dB,5.73259042994204e+001°)
2.45470891568485e+001	(-7.40094175608803e+000dB,3.14525127143515e+001°)	(-6.95461665494439e+000dB,5.71866930494376e+001°)
2.46036760414745e+001	(-7.39550532493614e+000dB,3.13938196000354e+001°)	(-6.94823118367614e+000dB,5.70477786990517e+001°)
